Away,AP1,AP2,AP3,AOT1,Away_Final,Home,HP1,HP2,HP3,HOT1,Home_Final,Date,P1M,P2M,P3M,FinalMargin,FinalTotal,HomeMargin,Season,OT_Flag,Weekday,TravelDist,Playoffs
Kings,1,0,0,0,1,Blackhawks,0,2,0,0,2,20130601,-1,1,1,1,3,1,2012,0,5,1741,1
Bruins,1,0,2,0,3,Penguins,0,0,0,0,0,20130601,1,1,3,3,3,-3,2012,0,5,481,1
Kings,0,1,1,0,2,Blackhawks,2,2,0,0,4,20130602,2,3,2,2,6,2,2012,0,6,1741,1
Bruins,4,0,2,0,6,Penguins,1,0,0,0,1,20130603,3,3,5,5,7,-5,2012,0,0,481,1
Blackhawks,0,1,0,0,1,Kings,1,1,1,0,3,20130604,1,1,2,2,4,2,2012,0,1,1741,1
Penguins,0,1,0,0,1,Bruins,1,0,0,1,2,20130605,1,0,0,1,3,1,2012,1,2,481,1
Blackhawks,1,1,1,0,3,Kings,1,1,0,0,2,20130606,0,0,1,1,5,-1,2012,0,3,1741,1
Penguins,0,0,0,0,0,Bruins,0,0,1,0,1,20130607,0,0,1,1,1,1,2012,0,4,481,1
Kings,0,1,2,0,3,Blackhawks,2,0,1,1,4,20130608,2,1,0,1,7,1,2012,1,5,1741,1
Bruins,1,1,1,0,3,Blackhawks,0,1,2,1,4,20130612,-1,-1,0,1,7,1,2012,1,2,849,1
Bruins,0,1,0,1,2,Blackhawks,1,0,0,0,1,20130615,-1,0,0,1,3,-1,2012,1,5,849,1
Blackhawks,0,0,0,0,0,Bruins,0,2,0,0,2,20130617,0,2,2,2,2,2,2012,0,0,849,1
Blackhawks,1,3,1,1,6,Bruins,1,2,2,0,5,20130619,0,1,0,1,11,-1,2012,1,2,849,1
Bruins,0,0,1,0,1,Blackhawks,1,1,1,0,3,20130622,1,2,2,2,4,2,2012,0,5,849,1
Blackhawks,0,1,2,0,3,Bruins,1,0,1,0,2,20130624,-1,0,1,1,5,-1,2012,0,0,849,1
Jets,2,1,2,0,5,Oilers,2,2,0,0,4,20131001,0,-1,1,1,9,-1,2013,0,1,738,0
Capitals,1,1,2,0,4,Blackhawks,2,1,3,0,6,20131001,1,1,2,2,10,2,2013,0,1,594,0
Maple Leafs,1,2,1,0,4,Canadiens,2,0,1,0,3,20131001,-1,1,1,1,7,-1,2013,0,1,303,0
Sabres,0,0,1,0,1,Red Wings,2,0,0,0,2,20131002,2,2,1,1,3,1,2013,0,2,215,0
Maple Leafs,0,1,2,0,3,Flyers,1,0,0,0,1,20131002,-1,0,2,2,4,-2,2013,0,2,334,0
Ducks,0,0,1,0,1,Avalanche,1,3,2,0,6,20131002,1,4,5,5,7,5,2013,0,2,830,0
Devils,0,0,0,0,0,Penguins,2,0,1,0,3,20131003,2,2,3,3,3,3,2013,0,3,306,0
Flames,3,1,0,0,4,Capitals,0,3,1,1,5,20131003,-3,-1,0,1,9,1,2013,1,3,1967,0
Kings,1,0,1,1,3,Wild,2,0,0,0,2,20131003,-1,-1,0,1,5,-1,2013,1,3,1521,0
Predators,1,1,0,0,2,Blues,3,1,0,0,4,20131003,2,2,2,2,6,2,2013,0,3,253,0
Panthers,1,0,3,0,4,Stars,0,1,1,0,2,20131003,1,0,2,2,6,-2,2013,0,3,1110,0
Rangers,0,1,0,0,1,Coyotes,1,1,2,0,4,20131003,1,1,3,3,5,3,2013,0,3,2139,0
Canucks,1,0,0,0,1,Sharks,0,2,2,0,4,20131003,-1,1,3,3,5,3,2013,0,3,821,0
Lightning,0,1,0,0,1,Bruins,1,1,1,0,3,20131003,1,1,2,2,4,2,2013,0,3,1183,0
Flames,2,0,2,0,4,Blue Jackets,2,0,1,0,3,20131004,0,0,1,1,7,-1,2013,0,4,1670,0
Predators,0,1,0,0,1,Avalanche,1,1,1,0,3,20131004,1,1,2,2,4,2,2013,0,4,1019,0
Islanders,1,1,1,1,4,Devils,1,1,1,0,3,20131004,0,0,0,1,7,-1,2013,1,4,8,0
Senators,0,0,1,0,1,Sabres,0,0,0,0,0,20131004,0,0,1,1,1,-1,2013,0,4,219,0
Red Wings,0,0,2,1,3,Hurricanes,1,1,0,0,2,20131004,-1,-2,0,1,5,-1,2013,1,4,511,0
Kings,1,0,2,0,3,Jets,1,1,3,0,5,20131004,0,1,2,2,8,2,2013,0,4,1527,0
Red Wings,1,0,0,0,1,Bruins,1,2,1,0,4,20131005,0,2,3,3,5,3,2013,0,5,611,0
Senators,2,2,0,0,4,Maple Leafs,2,1,1,1,5,20131005,0,-1,0,1,9,1,2013,1,5,203,0
Flyers,0,0,1,0,1,Canadiens,1,0,3,0,4,20131005,1,1,3,3,5,3,2013,0,5,400,0
Blue Jackets,0,0,2,1,3,Islanders,0,2,0,0,2,20131005,0,-2,0,1,5,-1,2013,1,5,476,0
Sabres,0,0,1,0,1,Penguins,2,0,2,0,4,20131005,2,2,3,3,5,3,2013,0,5,178,0
Lightning,0,0,2,1,3,Blackhawks,0,2,0,0,2,20131005,0,-2,0,1,5,-1,2013,1,5,1004,0
Panthers,0,0,0,0,0,Blues,1,4,2,0,7,20131005,1,5,7,7,7,7,2013,0,5,1061,0
Capitals,1,0,0,0,1,Stars,1,1,0,0,2,20131005,0,1,1,1,3,1,2013,0,5,1181,0
Ducks,2,1,0,1,4,Wild,1,1,1,0,3,20131005,1,1,0,1,7,-1,2013,1,5,1521,0
Oilers,1,1,0,0,2,Canucks,3,2,1,0,6,20131005,2,3,4,4,8,4,2013,0,5,514,0
Coyotes,0,1,0,0,1,Sharks,3,0,1,0,4,20131005,3,2,3,3,5,3,2013,0,5,614,0
Ducks,1,1,1,0,3,Jets,2,0,0,0,2,20131006,-1,0,1,1,5,-1,2013,0,6,1527,0
Flyers,0,1,0,0,1,Hurricanes,1,1,0,0,2,20131006,1,1,1,1,3,1,2013,0,6,345,0
Canucks,1,0,3,1,5,Flames,1,1,2,0,4,20131006,0,-1,0,1,9,-1,2013,1,6,426,0
Devils,2,1,1,0,4,Oilers,0,0,4,1,5,20131007,-2,-3,0,1,9,1,2013,1,0,2016,0
Rangers,1,1,1,0,3,Kings,0,1,0,0,1,20131007,1,1,2,2,4,-2,2013,0,0,2445,0
Devils,1,1,0,0,2,Canucks,0,2,0,1,3,20131008,-1,0,0,1,5,1,2013,1,1,2421,0
Wild,1,1,0,0,2,Predators,3,0,0,0,3,20131008,2,1,1,1,5,1,2013,0,1,696,0
Rangers,1,0,1,0,2,Sharks,2,4,3,0,9,20131008,1,5,7,7,11,7,2013,0,1,2549,0
Hurricanes,0,1,1,0,2,Penguins,1,1,3,0,5,20131008,1,1,3,3,7,3,2013,0,1,330,0
Panthers,0,1,0,0,1,Flyers,2,0,0,0,2,20131008,2,1,1,1,3,1,2013,0,1,1021,0
Coyotes,0,1,0,0,1,Islanders,2,3,1,0,6,20131008,2,4,5,5,7,5,2013,0,1,2139,0
Avalanche,0,1,1,0,2,Maple Leafs,0,1,0,0,1,20131008,0,0,1,1,3,-1,2013,0,1,1341,0
Lightning,0,1,1,1,3,Sabres,0,2,0,0,2,20131008,0,-1,0,1,5,-1,2013,1,1,1051,0
Blackhawks,1,1,0,0,2,Blues,1,1,1,0,3,20131009,0,0,1,1,5,1,2013,0,2,260,0
Canadiens,0,1,1,0,2,Flames,2,1,0,0,3,20131009,2,2,1,1,5,1,2013,0,2,1852,0
Senators,0,1,2,0,3,Kings,3,0,0,1,4,20131009,3,2,0,1,7,1,2013,1,2,2345,0
Canadiens,0,2,2,0,4,Oilers,0,1,0,0,1,20131010,0,1,3,3,5,-3,2013,0,3,1826,0
Rangers,0,0,0,0,0,Ducks,3,3,0,0,6,20131010,3,6,6,6,6,6,2013,0,3,2445,0
Sharks,2,1,1,0,4,Canucks,0,1,0,0,1,20131010,2,2,3,3,5,-3,2013,0,3,821,0
Jets,1,0,0,0,1,Wild,1,1,0,0,2,20131010,0,1,1,1,3,1,2013,0,3,388,0
Avalanche,1,0,1,0,2,Bruins,0,0,0,0,0,20131010,1,1,2,2,2,-2,2013,0,3,1765,0
Panthers,0,1,1,0,2,Lightning,2,2,3,0,7,20131010,2,3,5,5,9,5,2013,0,3,205,0
Coyotes,1,1,2,0,4,Red Wings,0,2,0,0,2,20131010,1,0,2,2,6,-2,2013,0,3,1687,0
Hurricanes,0,2,1,0,3,Capitals,1,1,0,0,2,20131010,-1,0,1,1,5,-1,2013,0,3,233,0
Blue Jackets,3,1,0,0,4,Sabres,1,0,0,0,1,20131010,2,3,3,3,5,-3,2013,0,3,293,0
Maple Leafs,0,2,2,0,4,Predators,0,0,0,0,0,20131010,0,2,4,4,4,-4,2013,0,3,646,0
Devils,1,1,0,0,2,Flames,0,2,1,0,3,20131011,-1,0,1,1,5,1,2013,0,4,2015,0
Stars,3,1,0,0,4,Jets,0,0,1,0,1,20131011,3,4,3,3,5,-3,2013,0,4,1183,0
Penguins,2,1,0,0,3,Panthers,2,2,2,0,6,20131011,0,1,3,3,9,3,2013,0,4,1013,0
Coyotes,1,1,0,0,2,Flyers,0,1,0,0,1,20131011,1,1,1,1,3,-1,2013,0,4,2078,0
Kings,0,0,1,1,2,Hurricanes,0,0,1,0,1,20131011,0,0,0,1,3,-1,2013,1,4,2231,0
Islanders,2,0,0,0,2,Blackhawks,2,1,0,0,3,20131011,0,1,1,1,5,1,2013,0,4,711,0
Flyers,0,1,1,0,2,Red Wings,1,1,3,0,5,20131012,1,1,3,3,7,3,2013,0,5,441,0
Penguins,0,2,3,0,5,Lightning,1,2,1,0,4,20131012,-1,-1,1,1,9,-1,2013,0,5,874,0
Avalanche,2,1,2,0,5,Capitals,0,0,1,0,1,20131012,2,3,4,4,6,-4,2013,0,5,1489,0
Sabres,0,0,1,0,1,Blackhawks,1,1,0,0,2,20131012,1,2,1,1,3,1,2013,0,5,453,0
Rangers,1,1,1,0,3,Blues,1,3,1,0,5,20131012,0,2,2,2,8,2,2013,0,5,871,0
Islanders,0,2,0,0,2,Predators,0,2,1,0,3,20131012,0,0,1,1,5,1,2013,0,5,758,0
Stars,0,1,0,0,1,Wild,2,2,1,0,5,20131012,2,3,4,4,6,4,2013,0,5,863,0
Canadiens,1,1,2,0,4,Canucks,0,1,0,0,1,20131012,1,1,3,3,5,-3,2013,0,5,2273,0
Senators,2,0,0,0,2,Sharks,1,1,1,0,3,20131012,-1,0,1,1,5,1,2013,0,5,2408,0
Bruins,0,1,2,0,3,Blue Jackets,1,0,0,0,1,20131012,-1,0,2,2,4,-2,2013,0,5,642,0
Oilers,2,1,2,0,5,Maple Leafs,2,1,2,1,6,20131012,0,0,0,1,11,1,2013,1,5,1683,0
Senators,1,0,0,0,1,Ducks,2,2,0,0,4,20131013,1,3,3,3,5,3,2013,0,6,2345,0
Kings,0,2,1,0,3,Panthers,0,0,0,0,0,20131013,0,2,3,3,3,-3,2013,0,6,2335,0
Devils,0,0,0,0,0,Jets,0,1,2,0,3,20131013,0,1,3,3,3,3,2013,0,6,1280,0
Coyotes,1,2,2,0,5,Hurricanes,1,2,0,0,3,20131013,0,0,2,2,8,-2,2013,0,6,1898,0
Red Wings,1,2,0,0,3,Bruins,1,0,1,0,2,20131014,0,2,1,1,5,-1,2013,0,0,611,0
Oilers,1,0,1,0,2,Capitals,1,3,0,0,4,20131014,0,3,2,2,6,2,2013,0,0,1985,0
Wild,1,1,0,0,2,Sabres,0,1,0,0,1,20131014,1,1,1,1,3,-1,2013,0,0,729,0
Panthers,0,2,1,0,3,Predators,1,1,2,0,4,20131015,1,0,1,1,7,1,2013,0,1,816,0
Senators,0,1,2,1,4,Coyotes,0,2,1,0,3,20131015,0,-1,0,1,7,-1,2013,1,1,2071,0
Stars,1,1,0,0,2,Avalanche,2,1,0,0,3,20131015,1,1,1,1,5,1,2013,0,1,661,0
Canadiens,2,0,1,0,3,Jets,0,0,0,0,0,20131015,2,2,3,3,3,-3,2013,0,1,1115,0
Sharks,2,2,2,0,6,Blues,0,0,2,0,2,20131015,2,4,4,4,8,-4,2013,0,1,1719,0
Kings,0,0,1,0,1,Lightning,2,1,2,0,5,20131015,2,3,4,4,6,4,2013,0,1,2149,0
Blackhawks,2,0,0,1,3,Hurricanes,0,0,2,0,2,20131015,2,2,0,1,5,-1,2013,1,1,641,0
Oilers,0,2,0,0,2,Penguins,1,1,1,0,3,20131015,1,0,1,1,5,1,2013,0,1,1797,0
Canucks,1,0,2,0,3,Flyers,1,1,0,0,2,20131015,0,-1,1,1,5,-1,2013,0,1,2404,0
Sabres,0,2,1,1,4,Islanders,1,1,1,0,3,20131015,-1,0,0,1,7,-1,2013,1,1,292,0
Wild,1,0,0,0,1,Maple Leafs,2,1,1,0,4,20131015,1,2,3,3,5,3,2013,0,1,691,0
Blue Jackets,0,1,0,0,1,Red Wings,1,1,0,0,2,20131015,1,1,1,1,3,1,2013,0,1,163,0
Rangers,0,2,0,0,2,Capitals,0,0,0,0,0,20131016,0,2,2,2,2,-2,2013,0,2,204,0
Flames,1,0,1,0,2,Ducks,2,1,0,0,3,20131016,1,2,1,1,5,1,2013,0,2,1197,0
Red Wings,2,0,2,0,4,Avalanche,0,2,0,0,2,20131017,2,0,2,2,6,-2,2013,0,3,1154,0
Sharks,2,1,0,0,3,Stars,1,2,0,1,4,20131017,-1,0,0,1,7,1,2013,1,3,1449,0
Kings,1,0,0,1,2,Predators,1,0,0,0,1,20131017,0,0,0,1,3,-1,2013,1,3,1776,0
Blues,1,1,0,1,3,Blackhawks,1,1,0,0,2,20131017,0,0,0,1,5,-1,2013,1,3,260,0
Bruins,2,0,1,0,3,Panthers,0,1,1,0,2,20131017,2,1,1,1,5,-1,2013,0,3,1257,0
Blue Jackets,0,2,1,0,3,Canadiens,2,1,2,0,5,20131017,2,1,2,2,8,2,2013,0,3,605,0
Devils,0,0,2,0,2,Senators,2,1,2,0,5,20131017,2,3,3,3,7,3,2013,0,3,330,0
Penguins,0,2,2,0,4,Flyers,0,1,0,0,1,20131017,0,1,3,3,5,-3,2013,0,3,257,0
Oilers,2,0,0,0,2,Islanders,1,2,0,0,3,20131017,-1,1,1,1,5,1,2013,0,3,2024,0
Hurricanes,0,0,3,0,3,Maple Leafs,0,2,0,0,2,20131017,0,-2,1,1,5,-1,2013,0,3,544,0
Canucks,1,1,1,0,3,Sabres,0,0,0,0,0,20131017,1,2,3,3,3,-3,2013,0,3,2137,0
Wild,0,0,1,0,1,Lightning,1,0,2,0,3,20131017,1,1,2,2,4,2,2013,0,3,1318,0
Blues,2,0,1,0,3,Jets,1,0,2,1,4,20131018,-1,-1,0,1,7,1,2013,1,4,853,0
Coyotes,0,1,1,0,2,Ducks,1,0,1,1,3,20131018,1,0,0,1,5,1,2013,1,4,356,0
Maple Leafs,0,1,0,0,1,Blackhawks,0,3,0,0,3,20131019,0,2,2,2,4,2,2013,0,5,436,0
Blue Jackets,0,0,1,0,1,Capitals,0,2,2,0,4,20131019,0,2,3,3,5,3,2013,0,5,326,0
Stars,1,1,0,0,2,Kings,2,0,3,0,5,20131019,1,0,3,3,7,3,2013,0,5,1237,0
Flames,0,1,2,0,3,Sharks,2,2,2,0,6,20131019,2,3,3,3,9,3,2013,0,5,1027,0
Hurricanes,0,3,1,0,4,Islanders,0,1,2,0,3,20131019,0,2,1,1,7,-1,2013,0,5,423,0
Red Wings,2,0,0,0,2,Coyotes,0,1,4,0,5,20131019,-2,-1,3,3,7,3,2013,0,5,1687,0
Wild,0,1,0,0,1,Panthers,0,0,1,1,2,20131019,0,-1,0,1,3,1,2013,1,5,1513,0
Bruins,1,3,1,0,5,Lightning,0,0,0,0,0,20131019,1,4,5,5,5,-5,2013,0,5,1183,0
Predators,1,0,1,0,2,Canadiens,0,1,0,0,1,20131019,1,0,1,1,3,-1,2013,0,5,937,0
Avalanche,2,2,0,0,4,Sabres,0,1,1,0,2,20131019,2,3,2,2,6,-2,2013,0,5,1366,0
Oilers,2,0,1,0,3,Senators,0,0,1,0,1,20131019,2,2,2,2,4,-2,2013,0,5,1754,0
Rangers,0,0,0,0,0,Devils,2,2,0,0,4,20131019,2,4,4,4,4,4,2013,0,5,8,0
Canucks,1,1,1,0,3,Penguins,1,1,1,1,4,20131019,0,0,0,1,7,1,2013,1,5,2168,0
Canucks,0,1,0,0,1,Blue Jackets,1,0,2,0,3,20131020,1,0,2,2,4,2,2013,0,6,2050,0
Predators,0,3,0,0,3,Jets,0,0,1,0,1,20131020,0,3,2,2,4,-2,2013,0,6,1084,0
Stars,3,0,0,0,3,Ducks,1,3,2,0,6,20131020,-2,1,3,3,9,3,2013,0,6,1237,0
Sharks,0,0,0,1,1,Red Wings,0,0,0,0,0,20131021,0,0,0,1,1,-1,2013,1,0,2071,0
Avalanche,0,1,0,0,1,Penguins,0,0,0,0,0,20131021,0,1,1,1,1,-1,2013,0,0,1317,0
Flames,0,2,1,0,3,Kings,1,1,0,0,2,20131021,-1,0,1,1,5,-1,2013,0,0,1197,0
Flames,0,1,1,0,2,Coyotes,1,1,2,0,4,20131022,1,1,2,2,6,2,2013,0,1,1224,0
Predators,0,0,0,0,0,Wild,0,1,1,0,2,20131022,0,1,2,2,2,2,2013,0,1,696,0
Capitals,0,3,1,1,5,Jets,0,3,1,0,4,20131022,0,0,0,1,9,-1,2013,1,1,1247,0
Oilers,0,2,2,0,4,Canadiens,2,0,1,0,3,20131022,-2,0,1,1,7,-1,2013,0,1,1826,0
Ducks,1,1,0,0,2,Maple Leafs,0,3,1,0,4,20131022,-1,1,2,2,6,2,2013,0,1,2170,0
Devils,0,1,0,0,1,Blue Jackets,0,2,2,0,4,20131022,0,1,3,3,5,3,2013,0,1,467,0
Canucks,2,2,0,1,5,Islanders,2,1,1,0,4,20131022,0,1,0,1,9,-1,2013,1,1,2429,0
Blackhawks,0,2,0,1,3,Panthers,0,0,2,0,2,20131022,0,2,0,1,5,-1,2013,1,1,1189,0
Senators,3,1,2,0,6,Red Wings,1,0,0,0,1,20131023,2,3,5,5,7,-5,2013,0,2,406,0
Bruins,1,2,2,0,5,Sabres,0,2,0,0,2,20131023,1,1,3,3,7,-3,2013,0,2,399,0
Coyotes,0,2,2,0,4,Kings,4,0,3,0,7,20131024,4,2,3,3,11,3,2013,0,3,356,0
Capitals,1,1,2,0,4,Oilers,0,0,1,0,1,20131024,1,2,3,3,5,-3,2013,0,3,1985,0
Flames,0,1,0,0,1,Stars,1,3,1,0,5,20131024,1,3,4,4,6,4,2013,0,3,1536,0
Hurricanes,0,1,0,0,1,Wild,2,0,1,0,3,20131024,2,1,2,2,4,2,2013,0,3,995,0
Blackhawks,0,3,2,0,5,Lightning,1,2,2,1,6,20131024,1,0,0,1,11,1,2013,1,3,1004,0
Ducks,0,0,1,0,1,Canadiens,2,1,1,0,4,20131024,2,3,3,3,5,3,2013,0,3,2448,0
Rangers,1,0,0,0,1,Flyers,1,0,1,0,2,20131024,0,0,1,1,3,1,2013,0,3,80,0
Canucks,1,1,0,1,3,Devils,2,0,0,0,2,20131024,-1,0,0,1,5,-1,2013,1,3,2421,0
Sharks,0,0,1,0,1,Bruins,0,1,1,0,2,20131024,0,1,1,1,3,1,2013,0,3,2678,0
Jets,0,1,1,0,2,Predators,1,0,1,1,3,20131024,1,0,0,1,5,1,2013,1,3,1084,0
Hurricanes,0,1,1,0,2,Avalanche,2,1,1,0,4,20131025,2,2,2,2,6,2,2013,0,4,1459,0
Canucks,1,1,0,1,3,Blues,0,1,1,0,2,20131025,1,1,0,1,5,-1,2013,1,4,1778,0
Islanders,1,0,3,0,4,Penguins,1,1,1,0,3,20131025,0,-1,1,1,7,-1,2013,0,4,314,0
Ducks,2,0,0,0,2,Senators,0,1,0,0,1,20131025,2,1,1,1,3,-1,2013,0,4,2345,0
Maple Leafs,0,1,1,0,2,Blue Jackets,1,0,4,0,5,20131025,1,0,3,3,7,3,2013,0,4,313,0
Sabres,0,1,2,0,3,Panthers,1,0,0,0,1,20131025,-1,0,2,2,4,-2,2013,0,4,1184,0
Oilers,1,2,1,0,4,Coyotes,0,3,2,0,5,20131026,-1,0,1,1,9,1,2013,0,5,1392,0
Devils,1,1,2,0,4,Bruins,3,0,0,0,3,20131026,-2,-1,1,1,7,-1,2013,0,5,196,0
Penguins,1,0,0,0,1,Maple Leafs,1,0,3,0,4,20131026,0,0,3,3,5,3,2013,0,5,222,0
Sharks,0,1,1,0,2,Canadiens,0,0,0,0,0,20131026,0,1,2,2,2,-2,2013,0,5,2508,0
Rangers,0,1,1,1,3,Red Wings,1,1,0,0,2,20131026,-1,-1,0,1,5,-1,2013,1,5,480,0
Sabres,0,1,1,0,2,Lightning,1,0,2,0,3,20131026,1,0,1,1,5,1,2013,0,5,1051,0
Flyers,3,0,2,0,5,Islanders,1,1,0,0,2,20131026,2,1,3,3,7,-3,2013,0,5,80,0
Jets,0,1,0,1,2,Stars,0,0,1,0,1,20131026,0,1,0,1,3,-1,2013,1,5,1183,0
Wild,1,2,2,0,5,Blackhawks,0,1,2,0,3,20131026,1,2,2,2,8,-2,2013,0,5,355,0
Blues,1,2,3,0,6,Predators,0,0,1,0,1,20131026,1,3,5,5,7,-5,2013,0,5,253,0
Capitals,1,1,0,0,2,Flames,3,0,2,0,5,20131026,2,1,3,3,7,3,2013,0,5,1967,0
Oilers,0,1,0,0,1,Kings,0,1,0,1,2,20131027,0,0,0,1,3,1,2013,1,6,1368,0
Lightning,2,1,0,1,4,Panthers,1,0,2,0,3,20131027,1,2,0,1,7,-1,2013,1,6,205,0
Ducks,0,2,2,0,4,Blue Jackets,1,1,1,0,3,20131027,-1,0,1,1,7,-1,2013,0,6,1973,0
Sharks,3,0,2,0,5,Senators,1,1,0,0,2,20131027,2,1,3,3,7,-3,2013,0,6,2408,0
Jets,1,1,0,0,2,Avalanche,1,0,2,0,3,20131027,0,-1,1,1,5,1,2013,0,6,797,0
Stars,3,1,0,0,4,Sabres,1,2,0,0,3,20131028,2,1,1,1,7,-1,2013,0,0,1197,0
Penguins,1,1,1,0,3,Hurricanes,1,0,0,0,1,20131028,0,1,2,2,4,-2,2013,0,0,330,0
Canadiens,0,1,1,0,2,Rangers,0,0,0,0,0,20131028,0,1,2,2,2,-2,2013,0,0,343,0
Blackhawks,1,2,2,0,5,Wild,0,1,0,0,1,20131028,1,2,4,4,6,-4,2013,0,0,355,0
Capitals,1,0,1,0,2,Canucks,1,0,2,0,3,20131028,0,0,1,1,5,1,2013,0,0,2359,0
Maple Leafs,1,2,1,0,4,Oilers,0,0,0,0,0,20131029,1,3,4,4,4,-4,2013,0,1,1683,0
Kings,0,0,1,0,1,Coyotes,0,2,1,0,3,20131029,0,2,2,2,4,2,2013,0,1,356,0
Jets,1,0,1,0,2,Blues,1,0,2,0,3,20131029,0,0,1,1,5,1,2013,0,1,853,0
Rangers,1,0,2,0,3,Islanders,0,2,0,0,2,20131029,1,-1,1,1,5,-1,2013,0,1,0,0
Lightning,0,1,0,0,1,Devils,0,2,0,0,2,20131029,0,1,1,1,3,1,2013,0,1,1000,0
Stars,0,1,0,0,1,Canadiens,1,1,0,0,2,20131029,1,1,1,1,3,1,2013,0,1,1505,0
Senators,1,3,1,0,5,Blackhawks,1,2,3,0,6,20131029,0,-1,1,1,11,1,2013,0,1,628,0
Ducks,0,1,2,0,3,Flyers,2,0,0,0,2,20131029,-2,-1,1,1,5,-1,2013,0,1,2388,0
Bruins,0,0,2,0,2,Penguins,0,1,2,0,3,20131030,0,1,1,1,5,1,2013,0,2,481,0
Maple Leafs,2,0,2,0,4,Flames,0,1,1,0,2,20131030,2,1,2,2,6,-2,2013,0,2,1682,0
Red Wings,0,2,0,0,2,Canucks,1,0,0,0,1,20131030,-1,1,1,1,3,-1,2013,0,2,1967,0
Sharks,2,1,0,0,3,Kings,1,1,1,1,4,20131030,-1,-1,0,1,7,1,2013,1,2,305,0
Ducks,1,1,0,0,2,Bruins,0,1,1,1,3,20131031,-1,-1,0,1,5,1,2013,1,3,2590,0
Sabres,0,0,0,0,0,Rangers,1,1,0,0,2,20131031,1,2,2,2,2,2,2013,0,3,292,0
Predators,3,0,1,0,4,Coyotes,0,2,2,1,5,20131031,-3,-1,0,1,9,1,2013,1,3,1442,0
Red Wings,2,0,2,0,4,Flames,0,2,1,0,3,20131101,2,0,1,1,7,-1,2013,0,4,1573,0
Avalanche,1,1,0,1,3,Stars,0,0,2,0,2,20131101,1,2,0,1,5,-1,2013,1,4,661,0
Canadiens,1,0,2,0,3,Wild,1,1,2,0,4,20131101,0,1,1,1,7,1,2013,0,4,938,0
Lightning,0,1,2,0,3,Hurricanes,0,0,0,0,0,20131101,0,1,3,3,3,-3,2013,0,4,585,0
Islanders,0,3,1,1,5,Senators,2,2,0,0,4,20131101,-2,-1,0,1,9,-1,2013,1,4,334,0
Blue Jackets,0,1,1,0,2,Penguins,1,3,0,0,4,20131101,1,3,2,2,6,2,2013,0,4,161,0
Capitals,1,5,1,0,7,Flyers,0,0,0,0,0,20131101,1,6,7,7,7,-7,2013,0,4,123,0
Blues,1,3,0,0,4,Panthers,0,0,0,0,0,20131101,1,4,4,4,4,-4,2013,0,4,1061,0
Maple Leafs,0,0,0,0,0,Canucks,1,2,1,0,4,20131102,1,3,4,4,4,4,2013,0,5,2090,0
Coyotes,1,1,0,1,3,Sharks,0,2,0,0,2,20131102,1,0,0,1,5,-1,2013,1,5,614,0
Predators,2,1,1,0,4,Kings,1,0,2,0,3,20131102,1,2,1,1,7,-1,2013,0,5,1776,0
Red Wings,2,1,2,0,5,Oilers,0,0,0,0,0,20131102,2,3,5,5,5,-5,2013,0,5,1592,0
Penguins,0,1,2,0,3,Blue Jackets,0,0,0,0,0,20131102,0,1,3,3,3,-3,2013,0,5,161,0
Canadiens,0,0,1,0,1,Avalanche,0,1,3,0,4,20131102,0,1,3,3,5,3,2013,0,5,1618,0
Hurricanes,0,1,0,0,1,Rangers,1,2,2,0,5,20131102,1,2,4,4,6,4,2013,0,5,423,0
Bruins,0,1,0,0,1,Islanders,0,3,0,0,3,20131102,0,2,2,2,4,2,2013,0,5,190,0
Flyers,1,0,0,0,1,Devils,0,0,0,0,0,20131102,1,1,1,1,1,-1,2013,0,5,75,0
Blues,1,1,0,0,2,Lightning,1,1,2,0,4,20131102,0,0,2,2,6,2,2013,0,5,861,0
Ducks,0,3,3,0,6,Sabres,0,1,2,0,3,20131102,0,2,3,3,9,-3,2013,0,5,2193,0
Blackhawks,1,3,1,0,5,Jets,1,0,0,0,1,20131102,0,3,4,4,6,-4,2013,0,5,722,0
Panthers,0,1,1,0,2,Capitals,1,1,0,1,3,20131102,1,1,0,1,5,1,2013,1,5,924,0
Stars,1,1,1,1,4,Senators,0,2,1,0,3,20131103,1,0,0,1,7,-1,2013,1,6,1404,0
Flames,0,1,1,1,3,Blackhawks,0,1,1,0,2,20131103,0,0,0,1,5,-1,2013,1,6,1397,0
Devils,0,0,0,0,0,Wild,1,1,2,0,4,20131103,1,2,4,4,4,4,2013,0,6,1007,0
Ducks,2,0,0,0,2,Rangers,0,1,0,0,1,20131104,2,1,1,1,3,-1,2013,0,0,2445,0
Red Wings,0,2,0,0,2,Jets,1,1,2,0,4,20131104,1,0,2,2,6,2,2013,0,0,855,0
Sabres,0,2,2,1,5,Sharks,1,0,3,0,4,20131105,-1,1,0,1,9,-1,2013,1,1,2279,0
Canucks,0,2,0,0,2,Coyotes,1,1,0,1,3,20131105,1,0,0,1,5,1,2013,1,1,1228,0
Flames,1,0,0,0,1,Wild,1,1,3,0,5,20131105,0,1,4,4,6,4,2013,0,1,1043,0
Oilers,1,2,0,1,4,Panthers,1,0,2,0,3,20131105,0,2,0,1,7,-1,2013,1,1,2569,0
Blues,1,0,1,1,3,Canadiens,0,2,0,0,2,20131105,1,-1,0,1,5,-1,2013,1,1,962,0
